leg_id,datetime,pivot_side,structure_label,pivot_price,price_change,pct_change,swing_direction,threshold_pct
178,2024-12-17 08:36:00,Low,HL,69.44,-0.23000000000000398,-0.0033012774508397458,Down,0.003
179,2024-12-17 08:46:00,High,HH,69.68,0.2400000000000091,0.003456221198156806,Up,0.003
180,2024-12-17 08:54:00,Low,LL,69.38,-0.30000000000001137,-0.004305396096440983,Down,0.003
181,2024-12-17 09:26:00,High,LH,69.64,0.2600000000000051,0.0037474776592678616,Up,0.003
182,2024-12-17 09:41:00,Low,LL,69.12,-0.519999999999996,-0.0074669730040206606,Down,0.003
183,2024-12-17 09:47:00,High,LH,69.39,0.269999999999996,0.00390625,Up,0.003
184,2024-12-17 10:57:00,Low,LL,68.87,-0.519999999999996,-0.007493875198155253,Down,0.003
185,2024-12-17 14:05:00,High,HH,69.75,0.8799999999999955,0.012777697110498032,Up,0.003
186,2024-12-17 14:21:00,Low,HL,69.54,-0.20999999999999375,-0.0030107526881719693,Down,0.003
187,2024-12-17 16:38:00,High,HH,69.88,0.3399999999999892,0.004889272361230823,Up,0.003
188,2024-12-17 20:06:00,Low,HL,69.64,-0.23999999999999488,-0.0034344590726960167,Down,0.003
189,2024-12-17 20:52:00,High,LH,69.87,0.23000000000000398,0.0033026995979323903,Up,0.003
190,2024-12-17 23:26:00,Low,HL,69.64,-0.23000000000000398,-0.003291827679977155,Down,0.003
191,2024-12-18 04:14:00,High,HH,70.29,0.6500000000000057,0.009333716255025992,Up,0.003
192,2024-12-18 04:53:00,Low,HL,70.03,-0.2600000000000051,-0.003698961445440352,Down,0.003
193,2024-12-18 05:29:00,High,LH,70.28,0.25,0.00356989861487933,Up,0.003
194,2024-12-18 06:01:00,Low,LL,70.0,-0.28000000000000114,-0.003984063745019917,Down,0.003
195,2024-12-18 07:51:00,High,HH,70.42,0.4200000000000017,0.006000000000000005,Up,0.003
196,2024-12-18 09:30:00,Low,HL,70.08,-0.3400000000000034,-0.004828173814257375,Down,0.003
197,2024-12-18 09:41:00,High,HH,70.5,0.4200000000000017,0.0059931506849315586,Up,0.003
198,2024-12-18 10:00:00,Low,HL,70.21,-0.29000000000000625,-0.004113475177305093,Down,0.003
199,2024-12-18 11:23:00,High,HH,70.78,0.5700000000000074,0.008118501637943476,Up,0.003
200,2024-12-18 12:43:00,Low,LL,70.12,-0.6599999999999966,-0.009324667985306512,Down,0.003
201,2024-12-18 13:34:00,High,LH,70.43,0.3100000000000023,0.004420992584141414,Up,0.003
202,2024-12-18 15:47:00,Low,LL,69.41,-1.0200000000000102,-0.014482464858725064,Down,0.003
203,2024-12-18 20:24:00,High,LH,69.68,0.27000000000001023,0.003889929404985004,Up,0.003
204,2024-12-18 21:29:00,Low,HL,69.44,-0.2400000000000091,-0.003444316877152853,Down,0.003
205,2024-12-18 22:46:00,High,HH,69.72,0.28000000000000114,0.0040322580645162365,Up,0.003
206,2024-12-19 00:27:00,Low,HL,69.45,-0.269999999999996,-0.0038726333907056487,Down,0.003
207,2024-12-19 01:54:00,High,HH,69.78,0.3299999999999983,0.004751619870410284,Up,0.003
208,2024-12-19 03:15:00,Low,LL,69.3,-0.480000000000004,-0.006878761822871948,Down,0.003
209,2024-12-19 05:29:00,High,HH,70.14,0.8400000000000034,0.0121212121212122,Up,0.003
210,2024-12-19 07:20:00,Low,HL,69.69,-0.45000000000000284,-0.006415739948674171,Down,0.003
211,2024-12-19 09:10:00,High,HH,70.57,0.8799999999999955,0.012627349691490819,Up,0.003
