leg_id,datetime,pivot_side,structure_label,pivot_price,price_change,pct_change,swing_direction,threshold_pct
816,2024-12-15 22:34:00,Low,LL,70.91,-0.15000000000000568,-0.002110892203771586,Down,0.001
817,2024-12-15 23:37:00,High,LH,71.0,0.09000000000000341,0.0012692144972501485,Up,0.001
818,2024-12-16 01:13:00,Low,LL,70.79,-0.20999999999999375,-0.0029577464788731467,Down,0.001
819,2024-12-16 01:35:00,High,LH,70.94,0.14999999999999147,0.002118943353580871,Up,0.001
820,2024-12-16 01:52:00,Low,HL,70.82,-0.12000000000000455,-0.0016915703411334304,Down,0.001
821,2024-12-16 02:36:00,High,HH,71.03,0.21000000000000796,0.002965264049703542,Up,0.001
822,2024-12-16 02:50:00,Low,HL,70.88,-0.15000000000000568,-0.0021117837533437545,Down,0.001
823,2024-12-16 03:07:00,High,LH,71.02,0.14000000000000057,0.0019751693002256765,Up,0.001
824,2024-12-16 03:17:00,Low,HL,70.94,-0.0799999999999983,-0.0011264432554209947,Down,0.001
825,2024-12-16 03:22:00,High,HH,71.03,0.09000000000000341,0.001268677755850156,Up,0.001
826,2024-12-16 03:59:00,Low,LL,70.61,-0.4200000000000017,-0.005912994509362224,Down,0.001
827,2024-12-16 04:02:00,High,LH,70.7,0.09000000000000341,0.0012746069961762085,Up,0.001
828,2024-12-16 04:15:00,Low,LL,70.55,-0.15000000000000568,-0.0021216407355022504,Down,0.001
829,2024-12-16 04:18:00,High,LH,70.64,0.09000000000000341,0.0012756909992912568,Up,0.001
830,2024-12-16 04:23:00,Low,HL,70.56,-0.0799999999999983,-0.0011325028312570984,Down,0.001
831,2024-12-16 04:33:00,High,HH,70.69,0.12999999999999545,0.001842403628117939,Up,0.001
832,2024-12-16 04:47:00,Low,LL,70.53,-0.1599999999999966,-0.002263403593153135,Down,0.001
833,2024-12-16 04:50:00,High,LH,70.62,0.09000000000000341,0.0012760527435133895,Up,0.001
834,2024-12-16 04:59:00,Low,LL,70.52,-0.10000000000000853,-0.0014160294534127926,Down,0.001
835,2024-12-16 05:10:00,High,HH,70.72,0.20000000000000284,0.0028360748723765816,Up,0.001
836,2024-12-16 05:39:00,Low,HL,70.52,-0.20000000000000284,-0.002828054298642524,Down,0.001
837,2024-12-16 05:48:00,High,LH,70.64,0.12000000000000455,0.001701644923425949,Up,0.001
838,2024-12-16 06:17:00,Low,LL,70.38,-0.2600000000000051,-0.0036806342015855975,Down,0.001
839,2024-12-16 06:45:00,High,LH,70.59,0.21000000000000796,0.0029838022165389333,Up,0.001
840,2024-12-16 07:09:00,Low,HL,70.41,-0.18000000000000682,-0.0025499362515938317,Down,0.001
841,2024-12-16 08:27:00,High,HH,70.78,0.37000000000000455,0.005254935378497416,Up,0.001
842,2024-12-16 08:33:00,Low,HL,70.62,-0.1599999999999966,-0.002260525572195471,Down,0.001
843,2024-12-16 09:21:00,High,HH,71.1,0.47999999999998977,0.006796941376380428,Up,0.001
844,2024-12-16 09:32:00,Low,HL,70.92,-0.1799999999999926,-0.0025316455696201556,Down,0.001
845,2024-12-16 09:35:00,High,LH,71.06,0.14000000000000057,0.001974055273547659,Up,0.001
846,2024-12-16 09:37:00,Low,HL,70.95,-0.10999999999999943,-0.001547987616099089,Down,0.001
847,2024-12-16 09:41:00,High,HH,71.07,0.11999999999999034,0.0016913319238900382,Up,0.001
848,2024-12-16 10:00:00,Low,LL,70.77,-0.29999999999999716,-0.004221190375685913,Down,0.001
849,2024-12-16 10:13:00,High,HH,71.08,0.3100000000000023,0.004380387169704791,Up,0.001
850,2024-12-16 10:22:00,Low,HL,71.0,-0.0799999999999983,-0.0011254924029262536,Down,0.001
851,2024-12-16 10:30:00,High,HH,71.17,0.1700000000000017,0.002394366197183029,Up,0.001
852,2024-12-16 10:40:00,Low,LL,70.92,-0.25,-0.0035127160320359563,Down,0.001
853,2024-12-16 10:49:00,High,LH,71.06,0.14000000000000057,0.001974055273547659,Up,0.001
854,2024-12-16 10:55:00,Low,LL,70.85,-0.21000000000000796,-0.0029552490852801094,Down,0.001
855,2024-12-16 10:57:00,High,LH,70.94,0.09000000000000341,0.0012702893436837837,Up,0.001
856,2024-12-16 11:07:00,Low,LL,70.79,-0.14999999999999147,-0.0021144629264165937,Down,0.001
857,2024-12-16 11:10:00,High,LH,70.87,0.0799999999999983,0.0011301031219097535,Up,0.001
858,2024-12-16 11:29:00,Low,LL,70.51,-0.35999999999999943,-0.005079723437279471,Down,0.001
859,2024-12-16 11:33:00,High,LH,70.66,0.14999999999999147,0.0021273578215854627,Up,0.001
860,2024-12-16 11:43:00,Low,HL,70.51,-0.14999999999999147,-0.0021228417775260855,Down,0.001
861,2024-12-16 11:53:00,High,HH,70.66,0.14999999999999147,0.0021273578215854627,Up,0.001
862,2024-12-16 12:09:00,Low,HL,70.51,-0.14999999999999147,-0.0021228417775260855,Down,0.001
863,2024-12-16 12:34:00,High,HH,71.02,0.5099999999999909,0.0072330165933909285,Up,0.001
864,2024-12-16 13:06:00,Low,HL,70.84,-0.1799999999999926,-0.002534497324697127,Down,0.001
865,2024-12-16 13:21:00,High,HH,71.05,0.20999999999999375,0.0029644268774702276,Up,0.001
866,2024-12-16 13:38:00,Low,LL,70.66,-0.39000000000000057,-0.005489092188599609,Down,0.001
867,2024-12-16 13:43:00,High,LH,70.77,0.10999999999999943,0.0015567506368525663,Up,0.001
868,2024-12-16 14:13:00,Low,LL,70.63,-0.14000000000000057,-0.001978239366963397,Down,0.001
869,2024-12-16 14:25:00,High,HH,70.77,0.14000000000000057,0.001982160555004997,Up,0.001
870,2024-12-16 14:27:00,Low,LL,70.57,-0.20000000000000284,-0.00282605623851917,Down,0.001
871,2024-12-16 14:30:00,High,HH,70.83,0.2600000000000051,0.0036842851069860405,Up,0.001
872,2024-12-16 15:04:00,Low,LL,70.53,-0.29999999999999716,-0.004235493434985083,Down,0.001
873,2024-12-16 15:54:00,High,LH,70.62,0.09000000000000341,0.0012760527435133895,Up,0.001
874,2024-12-16 16:39:00,Low,HL,70.53,-0.09000000000000341,-0.0012744265080714134,Down,0.001
875,2024-12-16 16:59:00,High,HH,70.65,0.12000000000000455,0.0017014036580178526,Up,0.001
876,2024-12-16 18:10:00,Low,LL,70.19,-0.46000000000000796,-0.006510969568294556,Down,0.001
877,2024-12-16 20:01:00,High,LH,70.34,0.15000000000000568,0.0021370565607636838,Up,0.001
878,2024-12-16 20:19:00,Low,LL,70.16,-0.18000000000000682,-0.002558999147000418,Down,0.001
879,2024-12-16 21:06:00,High,HH,70.34,0.18000000000000682,0.0025655644241733278,Up,0.001
880,2024-12-16 21:39:00,Low,HL,70.22,-0.12000000000000455,-0.001705999431333538,Down,0.001
881,2024-12-16 21:51:00,High,LH,70.3,0.0799999999999983,0.0011392765593847276,Up,0.001
882,2024-12-16 22:13:00,Low,LL,70.16,-0.14000000000000057,-0.0019914651493598834,Down,0.001
883,2024-12-17 01:44:00,High,HH,70.51,0.3500000000000085,0.00498859749144831,Up,0.001
884,2024-12-17 02:07:00,Low,HL,70.35,-0.1600000000000108,-0.002269181676358145,Down,0.001
885,2024-12-17 02:40:00,High,HH,70.53,0.18000000000000682,0.0025586353944564433,Up,0.001
886,2024-12-17 03:06:00,Low,LL,70.01,-0.519999999999996,-0.007372749184744065,Down,0.001
887,2024-12-17 03:15:00,High,LH,70.11,0.09999999999999432,0.0014283673760890903,Up,0.001
888,2024-12-17 03:48:00,Low,LL,69.58,-0.5300000000000011,-0.00755954927970337,Down,0.001
889,2024-12-17 03:56:00,High,LH,69.71,0.12999999999999545,0.0018683529749927708,Up,0.001
890,2024-12-17 04:02:00,Low,HL,69.58,-0.12999999999999545,-0.001864868741930814,Down,0.001
891,2024-12-17 04:18:00,High,HH,69.77,0.18999999999999773,0.0027306697326818785,Up,0.001
892,2024-12-17 04:31:00,Low,HL,69.64,-0.12999999999999545,-0.001863265013616111,Down,0.001
893,2024-12-17 04:40:00,High,HH,69.9,0.2600000000000051,0.0037334865020104413,Up,0.001
894,2024-12-17 04:42:00,Low,HL,69.83,-0.07000000000000739,-0.0010014306151646668,Down,0.001
895,2024-12-17 04:51:00,High,HH,69.9,0.07000000000000739,0.0010024344837462618,Up,0.001
896,2024-12-17 05:26:00,Low,LL,69.61,-0.29000000000000625,-0.004148783977110271,Down,0.001
897,2024-12-17 05:43:00,High,LH,69.71,0.09999999999999432,0.001436575204711854,Up,0.001
898,2024-12-17 05:47:00,Low,HL,69.64,-0.06999999999999318,-0.0010041600918088145,Down,0.001
899,2024-12-17 05:55:00,High,HH,69.71,0.06999999999999318,0.0010051694428487856,Up,0.001
900,2024-12-17 06:02:00,Low,LL,69.62,-0.0899999999999892,-0.0012910629751827774,Down,0.001
901,2024-12-17 06:13:00,High,HH,69.71,0.0899999999999892,0.0012927319735707155,Up,0.001
902,2024-12-17 06:18:00,Low,LL,69.61,-0.09999999999999432,-0.0014345144168698143,Down,0.001
903,2024-12-17 06:40:00,High,HH,69.76,0.15000000000000568,0.002154862807068003,Up,0.001
904,2024-12-17 07:00:00,Low,LL,69.44,-0.3200000000000074,-0.004587155963302836,Down,0.001
905,2024-12-17 07:15:00,High,LH,69.69,0.25,0.0036002304147464415,Up,0.001
906,2024-12-17 07:31:00,Low,LL,69.42,-0.269999999999996,-0.0038743004735255493,Down,0.001
907,2024-12-17 07:45:00,High,LH,69.61,0.18999999999999773,0.0027369634111207297,Up,0.001
908,2024-12-17 07:57:00,Low,HL,69.45,-0.1599999999999966,-0.0022985203275390775,Down,0.001
909,2024-12-17 08:00:00,High,LH,69.53,0.0799999999999983,0.001151907847372291,Up,0.001
910,2024-12-17 08:01:00,Low,HL,69.46,-0.07000000000000739,-0.0010067596720840788,Down,0.001
911,2024-12-17 08:06:00,High,HH,69.67,0.21000000000000796,0.0030233227756983894,Up,0.001
912,2024-12-17 08:36:00,Low,LL,69.44,-0.23000000000000398,-0.0033012774508397458,Down,0.001
913,2024-12-17 08:46:00,High,HH,69.68,0.2400000000000091,0.003456221198156806,Up,0.001
914,2024-12-17 08:54:00,Low,LL,69.38,-0.30000000000001137,-0.004305396096440983,Down,0.001
915,2024-12-17 09:09:00,High,LH,69.63,0.25,0.0036033439031422088,Up,0.001
916,2024-12-17 09:15:00,Low,HL,69.47,-0.1599999999999966,-0.002297860117765227,Down,0.001
917,2024-12-17 09:16:00,High,LH,69.59,0.12000000000000455,0.001727364329926706,Up,0.001
918,2024-12-17 09:22:00,Low,HL,69.49,-0.10000000000000853,-0.0014369880729990792,Down,0.001
919,2024-12-17 09:26:00,High,HH,69.64,0.15000000000000568,0.0021585839689164388,Up,0.001
920,2024-12-17 09:34:00,Low,LL,69.25,-0.39000000000000057,-0.005600229753015551,Down,0.001
921,2024-12-17 09:36:00,High,LH,69.32,0.06999999999999318,0.0010108303249096728,Up,0.001
922,2024-12-17 09:41:00,Low,LL,69.12,-0.19999999999998863,-0.0028851702250430877,Down,0.001
923,2024-12-17 09:47:00,High,HH,69.39,0.269999999999996,0.00390625,Up,0.001
924,2024-12-17 09:54:00,Low,HL,69.26,-0.12999999999999545,-0.0018734687995387578,Down,0.001
925,2024-12-17 09:55:00,High,LH,69.35,0.0899999999999892,0.0012994513427662113,Up,0.001
926,2024-12-17 10:03:00,Low,LL,69.16,-0.18999999999999773,-0.002739726027397249,Down,0.001
927,2024-12-17 10:08:00,High,LH,69.28,0.12000000000000455,0.001735106998264957,Up,0.001
928,2024-12-17 10:14:00,Low,HL,69.16,-0.12000000000000455,-0.0017321016166282899,Down,0.001
929,2024-12-17 10:17:00,High,LH,69.26,0.10000000000000853,0.0014459224985541308,Up,0.001
930,2024-12-17 10:25:00,Low,LL,69.01,-0.25,-0.003609587063239994,Down,0.001
931,2024-12-17 10:28:00,High,LH,69.15,0.14000000000000057,0.0020286914939864342,Up,0.001
932,2024-12-17 10:29:00,Low,HL,69.07,-0.0800000000000125,-0.0011569052783805267,Down,0.001
933,2024-12-17 10:31:00,High,LH,69.14,0.07000000000000739,0.001013464601129499,Up,0.001
934,2024-12-17 10:48:00,Low,LL,68.88,-0.2600000000000051,-0.0037604859704947202,Down,0.001
935,2024-12-17 10:49:00,High,LH,68.96,0.0799999999999983,0.0011614401858304202,Up,0.001
936,2024-12-17 10:57:00,Low,LL,68.87,-0.0899999999999892,-0.0013051044083525198,Down,0.001
937,2024-12-17 11:24:00,High,HH,69.2,0.3299999999999983,0.004791636416436651,Up,0.001
938,2024-12-17 11:29:00,Low,HL,69.05,-0.15000000000000568,-0.0021676300578035157,Down,0.001
939,2024-12-17 11:47:00,High,HH,69.23,0.18000000000000682,0.0026068066618394337,Up,0.001
940,2024-12-17 11:52:00,Low,HL,69.09,-0.14000000000000057,-0.002022244691607722,Down,0.001
941,2024-12-17 12:00:00,High,HH,69.24,0.14999999999999147,0.002171081198436786,Up,0.001
942,2024-12-17 12:04:00,Low,HL,69.17,-0.06999999999999318,-0.001010976314269163,Down,0.001
943,2024-12-17 12:09:00,High,HH,69.26,0.09000000000000341,0.0013011421136330803,Up,0.001
944,2024-12-17 12:13:00,Low,LL,69.15,-0.10999999999999943,-0.0015882183078256285,Down,0.001
945,2024-12-17 13:07:00,High,HH,69.54,0.39000000000000057,0.00563991323210411,Up,0.001
946,2024-12-17 13:13:00,Low,HL,69.45,-0.09000000000000341,-0.0012942191544434989,Down,0.001
947,2024-12-17 13:18:00,High,LH,69.52,0.06999999999999318,0.0010079193664505048,Up,0.001
948,2024-12-17 13:29:00,Low,LL,69.37,-0.14999999999999147,-0.0021576524741080405,Down,0.001
949,2024-12-17 14:05:00,High,HH,69.75,0.37999999999999545,0.00547787227908314,Up,0.001
950,2024-12-17 14:21:00,Low,HL,69.54,-0.20999999999999375,-0.0030107526881719693,Down,0.001
951,2024-12-17 15:34:00,High,HH,69.83,0.28999999999999204,0.004170261719873336,Up,0.001
952,2024-12-17 16:27:00,Low,HL,69.72,-0.10999999999999943,-0.0015752541887440463,Down,0.001
953,2024-12-17 16:38:00,High,HH,69.88,0.1599999999999966,0.0022948938611588865,Up,0.001
954,2024-12-17 20:06:00,Low,LL,69.64,-0.23999999999999488,-0.0034344590726960167,Down,0.001
955,2024-12-17 20:52:00,High,LH,69.87,0.23000000000000398,0.0033026995979323903,Up,0.001
956,2024-12-17 21:02:00,Low,HL,69.79,-0.0799999999999983,-0.001144983540861566,Down,0.001
957,2024-12-17 21:19:00,High,LH,69.86,0.06999999999999318,0.0010030090270811698,Up,0.001
958,2024-12-17 23:26:00,Low,LL,69.64,-0.21999999999999886,-0.003149155453764707,Down,0.001
959,2024-12-17 23:53:00,High,LH,69.77,0.12999999999999545,0.0018667432510051096,Up,0.001
960,2024-12-18 00:05:00,Low,HL,69.7,-0.06999999999999318,-0.0010032965457932308,Down,0.001
961,2024-12-18 00:22:00,High,HH,69.78,0.0799999999999983,0.0011477761836442557,Up,0.001
962,2024-12-18 00:57:00,Low,LL,69.66,-0.12000000000000455,-0.0017196904557180703,Down,0.001
963,2024-12-18 01:20:00,High,LH,69.77,0.10999999999999943,0.0015790984783232709,Up,0.001
964,2024-12-18 01:46:00,Low,HL,69.66,-0.10999999999999943,-0.001576608857675188,Down,0.001
965,2024-12-18 03:07:00,High,HH,70.15,0.4900000000000091,0.007034165948894833,Up,0.001
966,2024-12-18 03:33:00,Low,HL,69.99,-0.1600000000000108,-0.0022808267997150855,Down,0.001
967,2024-12-18 04:14:00,High,HH,70.29,0.30000000000001137,0.004286326618088365,Up,0.001
968,2024-12-18 04:53:00,Low,HL,70.03,-0.2600000000000051,-0.003698961445440352,Down,0.001
969,2024-12-18 05:29:00,High,LH,70.28,0.25,0.00356989861487933,Up,0.001
970,2024-12-18 06:01:00,Low,LL,70.0,-0.28000000000000114,-0.003984063745019917,Down,0.001
971,2024-12-18 07:51:00,High,HH,70.42,0.4200000000000017,0.006000000000000005,Up,0.001
972,2024-12-18 08:04:00,Low,HL,70.26,-0.1599999999999966,-0.002272081794944536,Down,0.001
973,2024-12-18 08:30:00,High,LH,70.37,0.10999999999999943,0.0015656134358097429,Up,0.001
974,2024-12-18 08:39:00,Low,LL,70.19,-0.18000000000000682,-0.002557908199516956,Down,0.001
975,2024-12-18 08:55:00,High,LH,70.31,0.12000000000000455,0.001709645248610947,Up,0.001
976,2024-12-18 09:05:00,Low,LL,70.14,-0.1700000000000017,-0.002417863746266513,Down,0.001
977,2024-12-18 09:19:00,High,LH,70.24,0.09999999999999432,0.0014257199885940874,Up,0.001
978,2024-12-18 09:30:00,Low,LL,70.08,-0.1599999999999966,-0.002277904328018221,Down,0.001
979,2024-12-18 09:37:00,High,HH,70.47,0.39000000000000057,0.005565068493150749,Up,0.001
980,2024-12-18 09:39:00,Low,HL,70.39,-0.0799999999999983,-0.0011352348517099653,Down,0.001
981,2024-12-18 09:41:00,High,HH,70.5,0.10999999999999943,0.0015627219775535828,Up,0.001
982,2024-12-18 09:44:00,Low,LL,70.38,-0.12000000000000455,-0.0017021276595745594,Down,0.001
983,2024-12-18 09:50:00,High,LH,70.47,0.09000000000000341,0.0012787723785165905,Up,0.001
984,2024-12-18 10:00:00,Low,LL,70.21,-0.2600000000000051,-0.0036895132680574427,Down,0.001
985,2024-12-18 10:16:00,High,HH,70.48,0.27000000000001023,0.0038456060390259506,Up,0.001
986,2024-12-18 10:28:00,Low,HL,70.32,-0.1600000000000108,-0.00227014755959154,Down,0.001
987,2024-12-18 10:35:00,High,LH,70.47,0.15000000000000568,0.002133105802047952,Up,0.001
988,2024-12-18 10:40:00,Low,HL,70.38,-0.09000000000000341,-0.0012771392081737387,Down,0.001
989,2024-12-18 10:56:00,High,HH,70.58,0.20000000000000284,0.0028417163967036085,Up,0.001
990,2024-12-18 11:02:00,Low,HL,70.42,-0.1599999999999966,-0.0022669311419665217,Down,0.001
991,2024-12-18 11:23:00,High,HH,70.78,0.35999999999999943,0.005112184038625456,Up,0.001
992,2024-12-18 11:26:00,Low,HL,70.6,-0.18000000000000682,-0.002543091268720099,Down,0.001
993,2024-12-18 11:28:00,High,LH,70.73,0.13000000000000966,0.0018413597733712983,Up,0.001
994,2024-12-18 11:35:00,Low,HL,70.65,-0.0799999999999983,-0.0011310617842499315,Down,0.001
995,2024-12-18 11:38:00,High,HH,70.75,0.09999999999999432,0.0014154281670204494,Up,0.001
996,2024-12-18 12:43:00,Low,LL,70.12,-0.6299999999999955,-0.008904593639575853,Down,0.001
997,2024-12-18 13:10:00,High,LH,70.39,0.269999999999996,0.0038505419281231745,Up,0.001
998,2024-12-18 13:19:00,Low,HL,70.3,-0.09000000000000341,-0.0012785907089075677,Down,0.001
999,2024-12-18 13:34:00,High,HH,70.43,0.13000000000000966,0.0018492176386915027,Up,0.001
1000,2024-12-18 13:56:00,Low,LL,70.11,-0.3200000000000074,-0.0045435183870510265,Down,0.001
1001,2024-12-18 14:01:00,High,LH,70.32,0.20999999999999375,0.002995293110825692,Up,0.001
1002,2024-12-18 14:10:00,Low,HL,70.14,-0.1799999999999926,-0.0025597269624572094,Down,0.001
1003,2024-12-18 14:13:00,High,LH,70.22,0.0799999999999983,0.0011405759908753588,Up,0.001
1004,2024-12-18 14:22:00,Low,LL,70.09,-0.12999999999999545,-0.0018513244090002656,Down,0.001
1005,2024-12-18 14:25:00,High,LH,70.17,0.0799999999999983,0.0011413896418890346,Up,0.001
1006,2024-12-18 14:30:00,Low,LL,69.95,-0.21999999999999886,-0.0031352429813310545,Down,0.001
1007,2024-12-18 14:32:00,High,LH,70.06,0.10999999999999943,0.001572551822730528,Up,0.001
1008,2024-12-18 15:13:00,Low,LL,69.58,-0.480000000000004,-0.0068512703397088925,Down,0.001
1009,2024-12-18 15:18:00,High,LH,69.68,0.10000000000000853,0.001437194596148439,Up,0.001
1010,2024-12-18 15:47:00,Low,LL,69.41,-0.27000000000001023,-0.0038748564867969737,Down,0.001
1011,2024-12-18 15:52:00,High,LH,69.51,0.10000000000000853,0.0014407145944390631,Up,0.001
1012,2024-12-18 15:58:00,Low,HL,69.43,-0.0799999999999983,-0.0011509135376204238,Down,0.001
1013,2024-12-18 16:13:00,High,HH,69.55,0.11999999999999034,0.001728359498775589,Up,0.001
1014,2024-12-18 16:44:00,Low,HL,69.43,-0.11999999999999034,-0.001725377426311847,Down,0.001
1015,2024-12-18 18:33:00,High,LH,69.52,0.0899999999999892,0.0012962696240816918,Up,0.001
1016,2024-12-18 18:59:00,Low,HL,69.43,-0.0899999999999892,-0.0012945914844647577,Down,0.001
1017,2024-12-18 19:31:00,High,HH,69.54,0.10999999999999943,0.001584329540544438,Up,0.001
1018,2024-12-18 19:55:00,Low,HL,69.44,-0.10000000000000853,-0.0014380212827150851,Down,0.001
1019,2024-12-18 20:06:00,High,HH,69.65,0.21000000000000796,0.003024193548387233,Up,0.001
1020,2024-12-18 20:08:00,Low,HL,69.57,-0.0800000000000125,-0.001148600143575207,Down,0.001
1021,2024-12-18 20:24:00,High,HH,69.68,0.11000000000001364,0.0015811412965360816,Up,0.001
1022,2024-12-18 20:35:00,Low,LL,69.55,-0.13000000000000966,-0.001865671641791189,Down,0.001
1023,2024-12-18 20:51:00,High,LH,69.66,0.10999999999999943,0.001581595974119221,Up,0.001
1024,2024-12-18 21:29:00,Low,LL,69.44,-0.21999999999999886,-0.0031581969566465418,Down,0.001
1025,2024-12-18 21:57:00,High,LH,69.65,0.21000000000000796,0.003024193548387233,Up,0.001
1026,2024-12-18 22:03:00,Low,HL,69.58,-0.07000000000000739,-0.0010050251256282783,Down,0.001
1027,2024-12-18 22:46:00,High,HH,69.72,0.14000000000000057,0.002012072434607548,Up,0.001
1028,2024-12-19 00:27:00,Low,LL,69.45,-0.269999999999996,-0.0038726333907056487,Down,0.001
1029,2024-12-19 01:54:00,High,HH,69.78,0.3299999999999983,0.004751619870410284,Up,0.001
1030,2024-12-19 02:55:00,Low,HL,69.45,-0.3299999999999983,-0.004729148753224388,Down,0.001
1031,2024-12-19 02:59:00,High,LH,69.56,0.10999999999999943,0.0015838732901367614,Up,0.001
1032,2024-12-19 03:15:00,Low,LL,69.3,-0.2600000000000051,-0.0037377803335251203,Down,0.001
1033,2024-12-19 03:43:00,High,HH,69.63,0.3299999999999983,0.004761904761904745,Up,0.001
1034,2024-12-19 03:49:00,Low,HL,69.56,-0.06999999999999318,-0.0010053138015222451,Down,0.001
1035,2024-12-19 03:52:00,High,HH,69.65,0.09000000000000341,0.0012938470385279732,Up,0.001
1036,2024-12-19 03:55:00,Low,HL,69.58,-0.07000000000000739,-0.0010050251256282783,Down,0.001
1037,2024-12-19 04:13:00,High,HH,69.98,0.4000000000000057,0.005748778384593312,Up,0.001
1038,2024-12-19 04:26:00,Low,HL,69.84,-0.14000000000000057,-0.002000571591883382,Down,0.001
1039,2024-12-19 04:39:00,High,HH,70.01,0.1700000000000017,0.0024341351660939203,Up,0.001
1040,2024-12-19 05:05:00,Low,HL,69.88,-0.13000000000000966,-0.0018568775889160616,Down,0.001
1041,2024-12-19 05:29:00,High,HH,70.14,0.2600000000000051,0.0037206639954208143,Up,0.001
1042,2024-12-19 06:26:00,Low,LL,69.81,-0.3299999999999983,-0.0047048759623610215,Down,0.001
1043,2024-12-19 06:34:00,High,LH,69.91,0.09999999999999432,0.0014324595330181822,Up,0.001
1044,2024-12-19 06:43:00,Low,HL,69.83,-0.0799999999999983,-0.0011443284222572014,Down,0.001
1045,2024-12-19 06:47:00,High,HH,69.91,0.0799999999999983,0.0011456394099955691,Up,0.001
1046,2024-12-19 07:00:00,Low,LL,69.77,-0.14000000000000057,-0.002002574738950047,Down,0.001
1047,2024-12-19 07:13:00,High,LH,69.88,0.10999999999999943,0.001576608857675188,Up,0.001
1048,2024-12-19 07:20:00,Low,LL,69.69,-0.18999999999999773,-0.002718946765884356,Down,0.001
1049,2024-12-19 07:38:00,High,HH,69.89,0.20000000000000284,0.0028698522026116002,Up,0.001
1050,2024-12-19 07:55:00,Low,HL,69.71,-0.18000000000000682,-0.0025754757476035284,Down,0.001
1051,2024-12-19 09:01:00,High,HH,70.51,0.8000000000000114,0.01147611533495918,Up,0.001
1052,2024-12-19 09:05:00,Low,HL,70.37,-0.14000000000000057,-0.0019855339668132244,Down,0.001
1053,2024-12-19 09:10:00,High,HH,70.57,0.19999999999998863,0.0028421202216852848,Up,0.001
1054,2024-12-19 09:16:00,Low,HL,70.4,-0.1699999999999875,-0.002408955646875266,Down,0.001
1055,2024-12-19 09:20:00,High,LH,70.53,0.12999999999999545,0.001846590909090784,Up,0.001
1056,2024-12-19 09:30:00,Low,LL,70.35,-0.18000000000000682,-0.00255210548702689,Down,0.001
1057,2024-12-19 09:36:00,High,LH,70.51,0.1600000000000108,0.0022743425728501965,Up,0.001
1058,2024-12-19 09:45:00,Low,LL,70.27,-0.2400000000000091,-0.003403772514537051,Down,0.001
1059,2024-12-19 09:51:00,High,LH,70.41,0.14000000000000057,0.001992315355059171,Up,0.001
1060,2024-12-19 09:55:00,Low,LL,70.26,-0.14999999999999147,-0.0021303792074988115,Down,0.001
1061,2024-12-19 10:00:00,High,LH,70.34,0.0799999999999983,0.001138627953316318,Up,0.001
1062,2024-12-19 10:16:00,Low,LL,69.91,-0.4300000000000068,-0.006113164628945178,Down,0.001
1063,2024-12-19 10:20:00,High,LH,70.03,0.12000000000000455,0.0017164926333859132,Up,0.001
1064,2024-12-19 10:26:00,Low,HL,69.92,-0.10999999999999943,-0.0015707553905468519,Down,0.001
1065,2024-12-19 10:27:00,High,LH,70.0,0.0799999999999983,0.0011441647597254523,Up,0.001
1066,2024-12-19 10:29:00,Low,HL,69.92,-0.0799999999999983,-0.0011428571428571122,Down,0.001
1067,2024-12-19 10:32:00,High,HH,70.0,0.0799999999999983,0.0011441647597254523,Up,0.001
1068,2024-12-19 10:36:00,Low,LL,69.81,-0.18999999999999773,-0.002714285714285669,Down,0.001
1069,2024-12-19 10:37:00,High,LH,69.9,0.09000000000000341,0.0012892135797164528,Up,0.001
1070,2024-12-19 10:48:00,Low,LL,69.75,-0.15000000000000568,-0.0021459227467811592,Down,0.001
1071,2024-12-19 10:54:00,High,LH,69.89,0.14000000000000057,0.002007168458781461,Up,0.001
1072,2024-12-19 11:01:00,Low,LL,69.63,-0.2600000000000051,-0.0037201316354271707,Down,0.001
1073,2024-12-19 11:09:00,High,LH,69.77,0.14000000000000057,0.0020106276030447123,Up,0.001
1074,2024-12-19 11:13:00,Low,LL,69.53,-0.23999999999999488,-0.003439873871291299,Down,0.001
1075,2024-12-19 11:16:00,High,LH,69.61,0.0799999999999983,0.0011505824823816457,Up,0.001
1076,2024-12-19 11:18:00,Low,LL,69.39,-0.21999999999999886,-0.003160465450366301,Down,0.001
1077,2024-12-19 11:26:00,High,LH,69.54,0.15000000000000568,0.002161694768698652,Up,0.001
1078,2024-12-19 11:29:00,Low,HL,69.46,-0.0800000000000125,-0.0011504170261721347,Down,0.001
1079,2024-12-19 11:31:00,High,HH,69.61,0.15000000000000568,0.0021595162683558655,Up,0.001
1080,2024-12-19 11:41:00,Low,LL,69.28,-0.3299999999999983,-0.0047406981755494515,Down,0.001
1081,2024-12-19 11:45:00,High,LH,69.41,0.12999999999999545,0.0018764434180138512,Up,0.001
1082,2024-12-19 11:49:00,Low,HL,69.33,-0.0799999999999983,-0.0011525716755510507,Down,0.001
1083,2024-12-19 11:51:00,High,HH,69.47,0.14000000000000057,0.002019327852300634,Up,0.001
1084,2024-12-19 11:57:00,Low,LL,69.28,-0.18999999999999773,-0.0027349935223837107,Down,0.001
1085,2024-12-19 12:17:00,High,LH,69.43,0.15000000000000568,0.002165127020785196,Up,0.001
1086,2024-12-19 12:24:00,Low,LL,69.27,-0.1600000000000108,-0.0023044793317011925,Down,0.001
1087,2024-12-19 12:36:00,High,LH,69.41,0.14000000000000057,0.0020210769452866373,Up,0.001
